IdVendedor,NombreVendedor,MesVenta,AñoVenta,Ventas
24,Ana González,1,2022,12225.85
139,Lucía Castro,10,2023,41252.98
287,Carlos Rivera,11,2021,40364.97
203,Lucía Ramírez,10,2022,36342.16
72,Marta Gómez,10,2022,15249.13
261,Elena López,8,2023,35431.01
91,Lucía Martínez,12,2022,25358.42
386,Marta Castro,8,2022,16671.05
228,Jorge González,9,2022,10431.41
42,Juan García,11,2023,49322.54
283,Rosa Torres,1,2022,21756.12
98,Carlos Díaz,7,2023,10869.47
217,Laura Gómez,1,2022,22898.81
136,Carmen Silva,9,2023,18773.9
269,Laura Ramírez,10,2022,44588.47
392,Lucía López,10,2023,48177.84
292,María Sánchez,3,2022,49046.39
57,Luis González,8,2021,13578.84
69,Raúl Ramírez,8,2021,33588.33
187,Raúl García,12,2023,32389.5
108,Carmen Cruz,1,2021,9486.93
168,Antonio Castro,3,2021,19051.71
225,Carlos Mendoza,8,2023,47675.35
278,Pedro Ortiz,9,2021,44989.34
362,José García,10,2021,14932.94
360,Carlos Silva,8,2023,48978.96
165,Juan Rodríguez,9,2021,18862.63
180,Pedro Cruz,10,2021,47216.46
300,Elena Ortiz,1,2023,48550.13
135,José Díaz,4,2023,15950.24
336,Carmen Sánchez,5,2022,32900.31
388,Pedro Rodríguez,10,2022,12180.49
95,Francisco Castro,2,2023,48028.72
335,Elena García,11,2023,32400.01
23,Carmen Flores,8,2022,19189.49
317,Luis Torres,7,2021,23360.97
118,Antonio García,8,2021,43116.61
123,Miguel Cruz,11,2022,9454.88
59,José Sánchez,8,2021,12519.54
230,Francisco Díaz,9,2023,39283.88
382,Rosa Rodríguez,7,2022,33959.26
250,Carlos Martínez,5,2021,38598.83
48,José Cruz,4,2023,14671.6
39,Manuel Gutierrez,12,2022,32992.41
12,Pedro Morales,5,2022,19007.36
176,José Morales,10,2021,29714.99
284,José Ortiz,9,2022,26450.38
370,Ana Sánchez,4,2022,18128.15
330,Pedro Sánchez,4,2021,36838.15
309,Miguel Díaz,9,2023,24217.03
57,Luis González,11,2022,6987.64
226,Ana Rodríguez,8,2021,42606.73
261,Elena López,9,2021,38389.67
58,Francisco García,10,2022,16426.7
225,Carlos Mendoza,9,2023,46662.72
209,Pedro Silva,10,2022,7923.97
9,Manuel Rodríguez,11,2022,6923.71
16,Pedro López,1,2022,38287.0
210,Jorge Ortiz,6,2022,45220.7
175,Rosa Cruz,9,2021,30299.71
203,Lucía Ramírez,8,2022,24104.28
108,Carmen Cruz,9,2023,17107.46
296,Jorge Ramírez,3,2023,37648.17
278,Pedro Ortiz,7,2022,46481.53
198,Carmen Castro,7,2023,41312.44
153,Elena Ramírez,12,2021,45850.6
328,Jorge Rodríguez,5,2022,27358.26
188,Laura Rodríguez,2,2021,30958.1
290,Rosa Díaz,7,2021,14795.65
351,Pedro Torres,5,2023,5632.24
112,Miguel Gutierrez,11,2021,13052.33
394,Sofía Ramírez,8,2023,28398.09
266,Miguel Torres,9,2022,15307.52
172,Rosa Silva,5,2022,6970.71
273,María Ramírez,8,2021,41982.54
295,Carmen Pérez,8,2021,26533.01
310,Rosa Gutierrez,8,2021,25407.77
9,Manuel Rodríguez,3,2023,37129.88
114,Rosa Pérez,3,2023,27644.9
75,Juan Flores,3,2023,23550.32
157,Raúl Martínez,5,2021,32713.61
353,Miguel Martínez,2,2022,42698.81
295,Carmen Pérez,8,2021,30591.79
347,Carlos Gómez,4,2021,12626.25
51,Carmen Rivera,7,2021,31864.46
167,María Rodríguez,10,2023,11598.84
100,Raúl Flores,11,2022,42719.51
155,Antonio Gómez,1,2021,24625.41
283,Rosa Torres,2,2021,27929.32
258,Francisco Mendoza,9,2022,47063.29
278,Pedro Ortiz,2,2022,17965.02
166,Antonio Mendoza,11,2023,46305.59
104,Marta García,4,2021,39148.68
106,José Martínez,10,2022,28600.57
70,Sofía Pérez,1,2023,23514.05
207,Laura Gutierrez,6,2022,24247.06
388,Pedro Rodríguez,6,2023,25918.97
306,María Morales,9,2021,40315.5
17,Sofía Torres,7,2022,45007.28
23,Carmen Flores,12,2023,5788.69
370,Ana Sánchez,9,2021,28883.91
108,Carmen Cruz,1,2023,30046.3
53,Rosa García,5,2021,41657.2
102,Laura Flores,12,2023,13873.59
135,José Díaz,11,2021,39016.86
381,Antonio Cruz,6,2021,19624.34
327,Raúl Mendoza,9,2021,47511.11
138,Lucía García,6,2022,10775.49
345,Elena Pérez,3,2021,18925.52
97,Raúl Díaz,1,2022,6264.24
399,Sofía Morales,5,2022,31564.81
209,Pedro Silva,12,2022,20208.91
143,Carlos Ramírez,5,2022,49388.05
137,Francisco López,5,2023,47958.58
293,Pedro Mendoza,8,2021,23277.48
130,Ana Ortiz,8,2021,19485.42
80,Rosa López,3,2022,49342.13
39,Manuel Gutierrez,10,2022,47680.92
397,Sofía Castro,6,2023,36072.49
297,Luis Mendoza,9,2021,24758.96
107,Elena Gómez,8,2022,47722.05
59,José Sánchez,5,2021,25098.35
30,Sofía Rodríguez,9,2021,21772.23
377,Ana Gutierrez,8,2023,8100.49
236,Carlos Morales,10,2021,35046.35
214,Carlos González,12,2022,10471.59
83,Pedro García,6,2022,14613.37
188,Laura Rodríguez,12,2023,20161.33
59,José Sánchez,2,2023,6728.4
195,Manuel Martínez,5,2021,43917.39
218,Rosa Ramírez,2,2021,34843.16
99,Marta Mendoza,10,2022,28349.14
242,Raúl López,4,2022,8582.73
322,Lucía Flores,10,2022,42380.96
255,Luis Flores,6,2023,24488.88
347,Carlos Gómez,12,2023,27425.87
396,Rosa Gómez,9,2021,7241.89
40,Manuel Torres,1,2021,18744.61
76,Miguel Ramírez,8,2022,35441.24
393,Francisco Gómez,5,2022,24087.95
381,Antonio Cruz,1,2022,15097.83
36,Raúl Gutierrez,1,2021,29095.98
321,Antonio Sánchez,11,2022,42566.01
245,Luis Morales,5,2021,21633.01
214,Carlos González,4,2021,41180.94
10,Carmen Gutierrez,3,2022,18433.99
351,Pedro Torres,8,2021,37862.14
259,Miguel Rodríguez,3,2023,12874.87
300,Elena Ortiz,9,2022,13273.82
269,Laura Ramírez,2,2022,28373.91
69,Raúl Ramírez,6,2023,37094.97
164,Raúl Rivera,8,2023,20621.65
270,Juan Rivera,6,2023,48084.59
118,Antonio García,3,2022,7758.39
389,Rosa Castro,8,2021,13102.28
273,María Ramírez,5,2021,26072.79
67,Francisco Ortiz,2,2023,37484.09
308,Juan Ortiz,3,2021,12344.91
320,Marta Martínez,5,2022,40501.87
377,Ana Gutierrez,9,2023,18113.07
332,Luis Sánchez,1,2022,37475.36
328,Jorge Rodríguez,12,2023,17306.92
395,Raúl Morales,3,2023,6225.19
166,Antonio Mendoza,4,2022,10084.52
296,Jorge Ramírez,5,2021,10916.85
88,Antonio Silva,2,2022,25982.82
197,Lucía Pérez,11,2022,19595.43
240,Carlos Torres,4,2023,43128.13
389,Rosa Castro,2,2021,6985.48
75,Juan Flores,5,2022,34710.12
167,María Rodríguez,5,2023,40751.27
34,María Silva,10,2023,44177.4
299,Raúl Rodríguez,9,2021,42545.07
351,Pedro Torres,5,2023,31159.03
34,María Silva,5,2021,39177.12
185,Antonio Ramírez,2,2021,42866.32
195,Manuel Martínez,4,2022,13658.7
5,Raúl Silva,5,2021,44164.09
152,Laura González,2,2023,18014.34
330,Pedro Sánchez,11,2023,14723.57
247,Carlos García,11,2023,39006.63
34,María Silva,1,2023,19972.64
13,Marta González,3,2022,21697.99
220,Antonio Morales,12,2021,9771.97
308,Juan Ortiz,7,2023,9161.46
3,Manuel Gómez,3,2021,49576.74
78,Lucía Mendoza,12,2021,44971.08
355,Miguel Ortiz,10,2023,40423.98
141,Rosa Sánchez,6,2022,5027.78
378,Juan Díaz,10,2023,15094.5
256,Luis Gómez,10,2022,33428.19
126,José Silva,4,2023,5385.74
174,Antonio Ortiz,10,2021,23119.9
242,Raúl López,2,2021,7888.12
254,José Gutierrez,1,2021,17166.55
91,Lucía Martínez,5,2023,45086.06
285,Sofía Martínez,7,2023,40062.11
263,Elena Gutierrez,1,2022,41005.28
236,Carlos Morales,7,2022,48118.23
207,Laura Gutierrez,2,2023,37086.48
296,Jorge Ramírez,9,2021,11005.58
307,Elena Morales,2,2022,39698.73
5,Raúl Silva,6,2023,17183.98
248,Marta Ramírez,8,2021,6398.46
113,Elena Cruz,12,2023,40352.15
102,Laura Flores,4,2023,45704.7
111,María Díaz,5,2021,36417.59
218,Rosa Ramírez,3,2021,8842.52
157,Raúl Martínez,9,2023,27821.82
48,José Cruz,1,2023,13901.17
301,Elena González,6,2021,24614.62
100,Raúl Flores,5,2022,19438.3
191,Juan Sánchez,7,2022,16764.38
181,Juan Pérez,8,2022,36003.54
399,Sofía Morales,1,2021,41879.84
186,Laura García,8,2022,10228.66
372,Sofía Gómez,8,2021,7585.74
235,Marta Cruz,8,2021,14049.78
43,Manuel Silva,7,2021,12933.74
156,Miguel Pérez,6,2023,34854.16
19,Marta Flores,12,2021,13334.32
53,Rosa García,1,2023,18373.15
222,Laura Cruz,9,2021,35524.37
163,Manuel García,3,2023,38889.36
360,Carlos Silva,9,2021,20261.9
383,Francisco Rodríguez,11,2022,6366.9
180,Pedro Cruz,1,2021,19408.36
207,Laura Gutierrez,9,2023,8175.33
396,Rosa Gómez,6,2023,26099.3
219,Luis Ramírez,2,2022,12404.23
193,Rosa Martínez,10,2023,9741.81
246,Juan Morales,6,2023,14681.5
296,Jorge Ramírez,7,2021,6169.64
198,Carmen Castro,5,2021,25992.51
143,Carlos Ramírez,3,2022,10587.61
388,Pedro Rodríguez,6,2022,23561.42
387,Sofía Cruz,11,2022,47789.11
272,Rosa Flores,6,2023,12208.17
385,Pedro Ramírez,3,2023,22863.09
349,José Pérez,2,2023,23374.63
137,Francisco López,3,2023,23693.66
117,Ana Pérez,7,2021,5831.17
325,Elena Silva,11,2022,7110.84
390,Jorge Rivera,12,2022,30029.99
208,Luis García,6,2023,17739.74
391,José Flores,3,2021,8543.17
387,Sofía Cruz,1,2021,30799.4
166,Antonio Mendoza,4,2023,43275.39
100,Raúl Flores,3,2023,23450.7
9,Manuel Rodríguez,2,2023,43995.26
364,Jorge Mendoza,9,2021,32257.98
283,Rosa Torres,4,2023,46271.28
299,Raúl Rodríguez,1,2021,14859.96
86,Juan Castro,7,2021,14303.66
32,Juan Ramírez,5,2022,35167.33
150,María Gutierrez,11,2023,39545.43
329,Sofía Mendoza,7,2022,37504.36
273,María Ramírez,9,2023,7895.48
104,Marta García,12,2021,20716.38
201,Antonio Gutierrez,9,2022,49460.54
121,Carmen García,9,2021,19897.73
347,Carlos Gómez,3,2023,14215.52
262,Marta Rodríguez,10,2021,39684.35
394,Sofía Ramírez,12,2023,48194.53
295,Carmen Pérez,8,2023,29548.09
246,Juan Morales,8,2022,36010.49
319,Manuel Flores,10,2021,18767.83
247,Carlos García,7,2022,25209.23
163,Manuel García,2,2021,20591.58
89,Pedro Flores,10,2021,9652.27
255,Luis Flores,9,2023,17405.17
310,Rosa Gutierrez,7,2023,14951.3
347,Carlos Gómez,5,2022,21251.62
15,José Rodríguez,6,2023,34206.67
52,Manuel Pérez,3,2023,5534.02
364,Jorge Mendoza,10,2023,46664.57
250,Carlos Martínez,11,2023,33764.37
335,Elena García,10,2022,20143.25
188,Laura Rodríguez,3,2022,46949.8
337,Marta Torres,9,2021,15646.13
115,Sofía Gutierrez,11,2023,31358.41
301,Elena González,5,2023,27022.66
337,Marta Torres,1,2021,30801.41
149,Manuel González,9,2022,35507.62
400,Carlos López,12,2021,49483.73
400,Carlos López,5,2023,38984.07
280,Carmen López,2,2022,27467.76
309,Miguel Díaz,3,2021,10031.36
184,Manuel Sánchez,3,2023,8637.8
131,María Ortiz,12,2022,24868.82
311,Lucía Gómez,3,2023,48324.43
119,Luis Rodríguez,11,2021,29865.5
60,María Flores,5,2023,26459.18
120,Marta Silva,2,2021,33765.51
173,Juan Gutierrez,9,2022,45045.72
69,Raúl Ramírez,1,2022,37366.67
270,Juan Rivera,12,2021,21913.57
326,Antonio López,1,2023,32577.17
301,Elena González,8,2022,31124.32
16,Pedro López,8,2022,26443.82
122,María Rivera,6,2022,6378.74
299,Raúl Rodríguez,9,2022,19560.14
13,Marta González,1,2021,38520.35
191,Juan Sánchez,7,2023,9240.27
372,Sofía Gómez,6,2022,31542.63
396,Rosa Gómez,6,2022,25696.23
241,Miguel Rivera,4,2023,9649.46
43,Manuel Silva,11,2023,35008.6
369,Francisco Flores,4,2022,36183.16
171,Pedro González,5,2022,32863.67
345,Elena Pérez,4,2021,31519.61
35,Raúl Gómez,10,2022,36639.43
72,Marta Gómez,4,2021,7445.54
346,Juan González,1,2023,37984.09
312,Marta Gutierrez,12,2023,14357.8
180,Pedro Cruz,7,2021,32336.83
236,Carlos Morales,10,2021,39483.2
195,Manuel Martínez,11,2022,24455.47
58,Francisco García,1,2021,17657.14
24,Ana González,6,2021,18582.06
241,Miguel Rivera,4,2021,6876.91
138,Lucía García,9,2023,43259.91
329,Sofía Mendoza,5,2023,35139.1
375,Elena Díaz,6,2023,30048.14
385,Pedro Ramírez,9,2022,13730.46
88,Antonio Silva,6,2023,24834.48
149,Manuel González,10,2023,38186.49
158,Ana Mendoza,5,2021,39489.54
213,María García,8,2023,33927.14
366,María López,10,2021,35899.09
194,Antonio Rodríguez,7,2021,33822.42
381,Antonio Cruz,10,2021,9011.55
133,Raúl Torres,12,2023,11944.88
282,Rosa Morales,1,2021,20963.41
385,Pedro Ramírez,12,2022,22393.12
112,Miguel Gutierrez,8,2023,45604.33
266,Miguel Torres,2,2022,14402.72
266,Miguel Torres,10,2023,42904.0
350,José Ramírez,6,2021,14768.49
244,José Torres,12,2022,30333.24
192,Raúl González,9,2021,13209.83
217,Laura Gómez,3,2023,45552.89
387,Sofía Cruz,1,2022,9778.15
274,Carmen Ramírez,1,2022,13702.7
49,Sofía Flores,2,2021,43895.81
10,Carmen Gutierrez,2,2022,13138.06
297,Luis Mendoza,8,2023,48735.7
96,Lucía Sánchez,2,2022,46120.91
233,Lucía Ortiz,11,2022,47317.51
217,Laura Gómez,1,2023,15375.62
306,María Morales,6,2021,8245.2
92,Miguel López,5,2022,20299.22
58,Francisco García,9,2021,36174.93
22,Miguel Castro,12,2023,9099.33
175,Rosa Cruz,10,2021,7412.63
285,Sofía Martínez,9,2021,25356.36
2,Jorge Sánchez,12,2021,28783.54
200,Manuel Morales,3,2022,33754.23
258,Francisco Mendoza,6,2023,6195.78
97,Raúl Díaz,11,2021,14976.13
199,Manuel Mendoza,8,2023,25020.47
215,Marta Morales,7,2022,10681.99
24,Ana González,12,2023,23445.32
15,José Rodríguez,2,2021,30526.03
25,Carmen Morales,10,2021,9703.74
393,Francisco Gómez,7,2023,49631.63
138,Lucía García,3,2023,34973.21
263,Elena Gutierrez,3,2021,47580.86
41,Manuel Rivera,12,2023,16547.89
63,Sofía Díaz,8,2023,37909.79
255,Luis Flores,8,2021,10926.59
393,Francisco Gómez,10,2022,16807.19
133,Raúl Torres,9,2022,10854.24
168,Antonio Castro,5,2021,38507.1
323,Jorge Castro,12,2022,46999.08
198,Carmen Castro,9,2022,7788.33
148,Marta Ortiz,10,2023,39827.62
314,Sofía García,12,2021,46975.32
205,Antonio Flores,2,2022,18862.57
245,Luis Morales,12,2021,20299.14
308,Juan Ortiz,12,2021,20278.82
372,Sofía Gómez,10,2022,43941.85
338,Luis Cruz,8,2021,35260.53
58,Francisco García,2,2022,11715.59
126,José Silva,1,2021,46612.18
324,Francisco Pérez,9,2023,48219.31
334,Laura López,9,2022,21209.08
69,Raúl Ramírez,12,2023,9401.0
392,Lucía López,11,2023,5159.22
173,Juan Gutierrez,1,2022,25088.06
220,Antonio Morales,2,2022,6236.37
1,José Mendoza,9,2023,25445.36
187,Raúl García,8,2021,11100.82
41,Manuel Rivera,1,2021,38283.84
228,Jorge González,3,2021,40022.0
142,Juan Torres,8,2021,30473.84
209,Pedro Silva,8,2021,7108.08
108,Carmen Cruz,10,2021,9272.43
153,Elena Ramírez,10,2022,18632.7
343,Manuel López,6,2022,18118.6
8,Luis Silva,4,2023,7952.52
232,Francisco Ramírez,1,2022,10490.68
390,Jorge Rivera,7,2023,38097.44
178,Carmen Rodríguez,8,2021,8567.45
10,Carmen Gutierrez,12,2023,20261.84
126,José Silva,2,2023,12100.07
294,Marta Sánchez,12,2021,46767.59
24,Ana González,6,2022,20793.04
263,Elena Gutierrez,11,2023,35122.49
241,Miguel Rivera,1,2023,42814.46
212,María Pérez,1,2021,46834.12
222,Laura Cruz,6,2023,31935.41
254,José Gutierrez,5,2022,9673.94
191,Juan Sánchez,1,2021,35053.85
365,Marta Rivera,2,2022,30495.83
369,Francisco Flores,4,2022,49192.12
96,Lucía Sánchez,9,2022,26742.44
20,Luis Rivera,6,2022,40980.14
371,Carlos Gutierrez,1,2022,42800.75
257,Antonio Pérez,4,2023,45345.27
292,María Sánchez,1,2023,42874.02
236,Carlos Morales,11,2022,11387.7
133,Raúl Torres,9,2022,24163.88
400,Carlos López,3,2021,34362.74
260,Pedro Castro,4,2022,32534.95
33,Elena Martínez,9,2022,31906.36
156,Miguel Pérez,4,2021,17996.09
308,Juan Ortiz,1,2023,48595.83
261,Elena López,5,2023,18849.82
286,Lucía Torres,6,2022,48242.32
221,Ana Díaz,9,2023,48096.43
171,Pedro González,12,2022,46192.26
145,Laura Ortiz,4,2021,34319.87
1,José Mendoza,11,2022,9443.45
29,Elena Flores,11,2023,49616.59
99,Marta Mendoza,12,2023,17330.21
228,Jorge González,12,2023,7041.23
78,Lucía Mendoza,2,2021,40791.17
369,Francisco Flores,9,2022,21003.52
202,Carmen González,3,2021,43060.19
129,Miguel Sánchez,4,2021,38041.24
151,Carmen Ortiz,6,2023,17548.05
88,Antonio Silva,8,2022,42774.91
117,Ana Pérez,6,2021,11952.16
303,Jorge García,7,2021,40562.19
105,Lucía Silva,11,2023,8638.16
31,Pedro Pérez,7,2023,15679.14
245,Luis Morales,7,2021,5143.6
101,Laura Torres,4,2022,43317.63
293,Pedro Mendoza,4,2021,47281.23
324,Francisco Pérez,6,2023,46727.64
201,Antonio Gutierrez,7,2021,35971.1
270,Juan Rivera,5,2022,20203.66
114,Rosa Pérez,4,2021,36362.63
330,Pedro Sánchez,2,2021,26526.5
369,Francisco Flores,2,2021,36491.84
243,Elena Torres,3,2022,8137.27
208,Luis García,8,2021,5118.64
113,Elena Cruz,10,2022,26070.87
75,Juan Flores,5,2022,19697.44
250,Carlos Martínez,8,2022,15145.97
363,Ana Ramírez,11,2021,5996.59
55,Ana Torres,10,2022,39626.65
292,María Sánchez,9,2021,17824.49
115,Sofía Gutierrez,9,2022,46902.02
289,Sofía Rivera,6,2021,30034.15
64,Jorge Cruz,11,2023,32814.26
236,Carlos Morales,8,2021,44548.72
40,Manuel Torres,1,2022,42184.82
98,Carlos Díaz,8,2021,31134.36
301,Elena González,2,2021,7968.95
395,Raúl Morales,9,2022,10365.08
151,Carmen Ortiz,4,2023,8795.08
258,Francisco Mendoza,1,2021,45119.23
358,Carmen Gómez,12,2021,39614.73
234,Antonio Torres,3,2023,20407.14
16,Pedro López,6,2021,43834.73
322,Lucía Flores,2,2023,23229.87
58,Francisco García,8,2021,48384.98
74,Carmen Torres,4,2022,26613.09
264,Elena Rivera,7,2023,34994.77
96,Lucía Sánchez,5,2023,48041.08
236,Carlos Morales,9,2023,8068.55
228,Jorge González,4,2022,38806.69
295,Carmen Pérez,12,2023,25576.6
235,Marta Cruz,1,2021,22993.38
169,Francisco Rivera,12,2023,32753.2
92,Miguel López,2,2021,6060.4
312,Marta Gutierrez,12,2021,15089.95
315,Francisco Sánchez,11,2022,33468.81
357,Miguel Silva,6,2021,24866.74
376,Ana Cruz,12,2022,41173.64
208,Luis García,8,2022,8090.32
346,Juan González,6,2023,49330.05
297,Luis Mendoza,4,2021,13276.53
62,Sofía Sánchez,4,2022,25036.94
80,Rosa López,10,2023,41602.04
249,Manuel Cruz,2,2023,21721.88
168,Antonio Castro,2,2023,44829.8
18,Ana Flores,11,2022,48637.47
349,José Pérez,1,2021,44920.67
173,Juan Gutierrez,4,2022,8316.74
113,Elena Cruz,9,2023,12486.71
394,Sofía Ramírez,2,2023,28474.1
106,José Martínez,2,2021,9438.6
396,Rosa Gómez,4,2022,16757.03
105,Lucía Silva,10,2023,15305.37
248,Marta Ramírez,1,2022,24151.3
262,Marta Rodríguez,10,2021,31641.41
391,José Flores,6,2021,14967.11
154,Laura Mendoza,9,2022,48212.59
275,Laura Morales,3,2022,24853.16
30,Sofía Rodríguez,10,2022,15379.24
241,Miguel Rivera,4,2021,36305.03
283,Rosa Torres,3,2022,28240.39
212,María Pérez,2,2023,6605.62
362,José García,5,2023,33354.29
304,Pedro Díaz,4,2022,30917.02
276,Jorge Gutierrez,12,2023,28826.36
63,Sofía Díaz,1,2023,47143.47
216,Elena Sánchez,6,2021,40394.81
248,Marta Ramírez,10,2021,29791.62
354,Raúl Pérez,8,2023,39927.94
363,Ana Ramírez,12,2021,8382.85
120,Marta Silva,6,2022,7361.61
221,Ana Díaz,8,2021,31520.66
182,Lucía Morales,6,2022,38629.07
189,Jorge Gómez,11,2022,22226.01
189,Jorge Gómez,5,2023,13481.14
318,Pedro Martínez,11,2022,30755.8
250,Carlos Martínez,12,2023,21939.06
109,Jorge Silva,12,2023,43120.8
230,Francisco Díaz,10,2023,21517.51
28,Rosa Ortiz,4,2022,47092.27
142,Juan Torres,4,2022,38985.53
111,María Díaz,4,2022,38308.05
241,Miguel Rivera,8,2023,21678.25
392,Lucía López,9,2022,47330.84
62,Sofía Sánchez,4,2023,29034.39
215,Marta Morales,7,2022,15863.78
259,Miguel Rodríguez,7,2021,36187.63
339,Carlos Flores,9,2021,11823.96
271,Laura Díaz,5,2021,44939.54
328,Jorge Rodríguez,10,2021,19930.57
321,Antonio Sánchez,9,2023,40953.19
123,Miguel Cruz,1,2023,30445.28
43,Manuel Silva,9,2021,13654.26
237,Jorge Flores,4,2022,40565.2
228,Jorge González,7,2022,15414.67
155,Antonio Gómez,12,2021,32863.92
277,Francisco Torres,2,2021,48453.92
382,Rosa Rodríguez,12,2021,40188.68
325,Elena Silva,12,2022,43803.85
20,Luis Rivera,3,2023,22923.1
208,Luis García,12,2022,37990.94
82,Pedro Gutierrez,4,2022,11781.48
193,Rosa Martínez,9,2022,13866.56
43,Manuel Silva,7,2023,11445.67
297,Luis Mendoza,9,2023,43891.04
224,Manuel Díaz,4,2022,31760.9
248,Marta Ramírez,12,2022,34937.37
2,Jorge Sánchez,1,2022,34132.9
130,Ana Ortiz,2,2022,45129.78
392,Lucía López,2,2021,48413.83
351,Pedro Torres,7,2023,29591.17
4,Lucía Rivera,9,2022,14391.02
57,Luis González,2,2021,49004.84
74,Carmen Torres,11,2021,21090.58
309,Miguel Díaz,10,2021,24308.27
286,Lucía Torres,3,2023,45985.61
367,Luis López,3,2021,42181.64
18,Ana Flores,3,2022,18467.88
10,Carmen Gutierrez,1,2021,23385.04
345,Elena Pérez,6,2021,25031.66
288,Elena Rodríguez,1,2022,33675.74
222,Laura Cruz,7,2023,43105.81
162,Carmen Mendoza,2,2022,46154.77
100,Raúl Flores,7,2023,25895.24
322,Lucía Flores,6,2021,42965.03
209,Pedro Silva,12,2021,10405.95
357,Miguel Silva,10,2023,24089.3
292,María Sánchez,6,2023,35422.07
293,Pedro Mendoza,1,2023,20389.88
121,Carmen García,11,2022,23357.97
21,Juan López,5,2023,6204.92
98,Carlos Díaz,1,2023,41658.33
348,Lucía González,7,2021,29267.55
267,Miguel Gómez,1,2023,21933.84
300,Elena Ortiz,2,2023,30538.74
150,María Gutierrez,5,2023,25776.4
73,Jorge Díaz,11,2021,34613.63
244,José Torres,12,2021,48245.49
209,Pedro Silva,9,2021,17609.39
73,Jorge Díaz,12,2022,16815.19
327,Raúl Mendoza,8,2022,26717.95
212,María Pérez,9,2022,41581.39
369,Francisco Flores,3,2022,26937.92
363,Ana Ramírez,11,2021,11853.84
379,Juan Silva,8,2021,35827.68
23,Carmen Flores,4,2021,11816.71
342,María Martínez,8,2021,37037.88
2,Jorge Sánchez,4,2022,26158.4
155,Antonio Gómez,9,2023,9339.88
78,Lucía Mendoza,7,2023,9794.42
146,Lucía Gutierrez,9,2022,19312.69
285,Sofía Martínez,6,2021,29333.76
204,Carlos Castro,9,2021,17418.13
227,Raúl Sánchez,8,2022,47419.55
232,Francisco Ramírez,1,2021,21208.63
332,Luis Sánchez,2,2022,35814.57
261,Elena López,10,2022,6247.53
68,Miguel García,6,2021,47973.84
222,Laura Cruz,1,2022,39686.32
351,Pedro Torres,9,2022,8253.03
76,Miguel Ramírez,4,2022,23732.97
345,Elena Pérez,10,2022,45703.3
203,Lucía Ramírez,12,2022,32721.53
135,José Díaz,3,2021,43521.76
315,Francisco Sánchez,12,2023,41963.97
279,Luis Díaz,10,2021,46490.92
299,Raúl Rodríguez,2,2023,48589.42
151,Carmen Ortiz,2,2021,7631.63
371,Carlos Gutierrez,4,2022,27182.7
97,Raúl Díaz,8,2021,47740.43
347,Carlos Gómez,5,2023,47577.11
32,Juan Ramírez,2,2021,27343.95
224,Manuel Díaz,4,2021,23241.58
131,María Ortiz,8,2022,7215.01
174,Antonio Ortiz,12,2022,39324.07
195,Manuel Martínez,3,2021,45544.19
49,Sofía Flores,7,2023,30646.34
378,Juan Díaz,8,2023,8502.34
155,Antonio Gómez,7,2023,15346.11
78,Lucía Mendoza,4,2021,23316.7
270,Juan Rivera,10,2021,7584.99
229,Ana Castro,5,2023,41562.06
187,Raúl García,5,2023,40658.22
276,Jorge Gutierrez,11,2023,14804.0
310,Rosa Gutierrez,9,2022,16967.92
232,Francisco Ramírez,11,2022,15291.4
137,Francisco López,8,2021,36099.48
141,Rosa Sánchez,9,2021,38201.8
130,Ana Ortiz,5,2023,48965.53
355,Miguel Ortiz,3,2021,6724.07
234,Antonio Torres,1,2021,19490.66
294,Marta Sánchez,4,2021,41333.35
209,Pedro Silva,5,2021,21831.77
365,Marta Rivera,4,2023,38443.71
237,Jorge Flores,5,2021,28170.79
101,Laura Torres,10,2023,26691.19
380,Carlos Ortiz,9,2022,14410.38
337,Marta Torres,7,2022,5753.54
132,Jorge Morales,1,2023,24859.59
8,Luis Silva,5,2022,31072.97
1,José Mendoza,9,2022,35791.29
391,José Flores,9,2021,8616.64
389,Rosa Castro,6,2023,43073.14
45,Luis Ortiz,10,2023,45834.3
387,Sofía Cruz,11,2022,36319.21
292,María Sánchez,12,2021,39610.12
231,Miguel Morales,4,2022,21253.65
281,Juan Mendoza,3,2022,36532.29
50,José Gómez,5,2022,43717.18
306,María Morales,12,2021,49554.27
245,Luis Morales,9,2023,27551.36
353,Miguel Martínez,9,2021,15748.77
165,Juan Rodríguez,8,2021,30473.98
366,María López,1,2022,25605.81
348,Lucía González,3,2023,10529.08
154,Laura Mendoza,7,2023,43946.0
36,Raúl Gutierrez,4,2021,32405.87
217,Laura Gómez,10,2021,22142.9
360,Carlos Silva,3,2023,40576.71
119,Luis Rodríguez,12,2023,34930.54
140,Antonio Martínez,9,2023,27016.97
100,Raúl Flores,4,2022,29723.88
63,Sofía Díaz,7,2023,18194.85
161,Jorge Pérez,2,2023,9942.53
336,Carmen Sánchez,3,2021,17712.81
146,Lucía Gutierrez,4,2023,27745.34
22,Miguel Castro,1,2023,45411.47
60,María Flores,5,2023,23396.2
43,Manuel Silva,7,2023,23520.84
359,Rosa Rivera,10,2022,35632.46
136,Carmen Silva,5,2023,35383.98
102,Laura Flores,9,2023,37656.87
61,Marta Pérez,5,2021,46044.12
129,Miguel Sánchez,10,2023,44488.68
3,Manuel Gómez,7,2022,5613.86
289,Sofía Rivera,1,2021,10335.33
284,José Ortiz,11,2022,35707.76
